eventID,eventDate,eventTime,decimalLatitude,decimalLongitude,verbatimIdentification,scientificName,vernacularName,eventRemarks
bsp78461822,2021-05-11,2021-05-11 18:25:00 UTC,39.9520638889,-75.1680611111,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp78482156,2021-05-12,2021-05-12 18:04:20 UTC,39.96082167,-75.17786333,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp78564784,2021-05-13,2021-05-13 11:23:16 UTC,39.9512990997,-75.1474845997,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp78564823,2021-05-13,2021-05-13 11:13:46 UTC,39.9512418997,-75.1483958,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp78564906,2021-05-13,2021-05-13 09:44:14 UTC,39.9535125,-75.1490799,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp78565306,2021-05-13,2021-05-13 09:46:40 UTC,39.9533159428,-75.1490794122,Black-throated Blue Warbler,Setophaga caerulescens,Black-throated Blue Warbler,"Injured from hitting window, but flew away"
bsp78610727,2021-05-13,2021-05-13 18:37:03 UTC,39.959105,-75.178405,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp78626769,2021-05-13,2021-05-13 20:14:55 UTC,39.9522333333,-75.196695,Northern Parula,Setophaga americana,Northern Parula,
bsp78627963,2021-05-13,2021-05-13 20:06:03 UTC,39.9522033333,-75.19645,Ovenbird,Seiurus aurocapilla,Ovenbird,SHDH
bsp78692911,2021-05-14,2021-05-14 13:17:40 UTC,39.9550160487,-75.1784005669,Ovenbird,Seiurus aurocapilla,Ovenbird,2301 Market St. N side of building
bsp78694834,2021-05-13,2021-05-13 20:00:00 UTC,39.9542848367,-75.1877151748,Ovenbird,Seiurus aurocapilla,Ovenbird,"3201 Chestnut St, E side of building"
bsp78916044,2021-05-15,2021-05-15 23:49:03 UTC,39.9498783333,-75.1977916667,Cape May Warbler,Setophaga tigrina,Cape May Warbler,Male
bsp79130737,2021-05-10,2021-05-10 10:30:16 UTC,39.9518278521,-75.1496913394,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 1 ft from building, live and recovered after moving to secluded area away from glass."
bsp79131068,2021-05-17,2021-05-17 09:35:38 UTC,39.9518167997,-75.1496744258,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Live windowstrike, flew away before I could approach closer. 1 ft from window. D Smith SP2021-21"
bsp79131239,2021-05-17,2021-05-17 10:17:59 UTC,39.9514434973,-75.1498388862,Northern Waterthrush,Parkesia noveboracensis,Northern Waterthrush,"Live window strike, 3 ft from glass of Front Entrance of independence visitor center. D Smith SP2021-22. En route to wildlife clinic."
bsp79131523,2021-05-17,2021-05-17 10:33:10 UTC,39.9536841771,-75.149316088,Northern Waterthrush,Parkesia noveboracensis,Northern Waterthrush,"Dead window strike, 3 ft from window overhang near back exit. Warm. D Smith SP2021-23."
bsp79134008,2021-05-17,2021-05-17 11:14:55 UTC,39.9537386373,-75.1492845603,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Window strike, 6ft from window overhang. Warm. D Smith SP2021-24."
bsp79176136,2021-05-17,2021-05-17 18:00:20 UTC,39.9293111509,-75.1631498562,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Area is 3-story rowhomes, some roof decks, but generally low and not a ton of glass. Could be a different cause of death or just very unlucky."
bsp79277613,2021-05-18,2021-05-18 09:55:16 UTC,39.953850617,-75.1491945365,Scarlet Tanager,Piranga olivacea,Scarlet Tanager,SP2021-14
bsp79277886,2021-05-18,2021-05-18 09:56:50 UTC,39.9538530759,-75.1491888853,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,SP2021-13
bsp79278439,2021-05-18,2021-05-18 11:34:46 UTC,39.9539274169,-75.1491810309,Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,"Female. No other photos, had pinkish/Orange legs. Took to rehab. SP2021-16"
bsp79279164,2021-05-04,2021-05-04 09:50:15 UTC,39.9532831152,-75.1490642225,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,SP2021-06
bsp79279354,2021-05-04,2021-05-04 09:52:36 UTC,39.9532871276,-75.149052359,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,SP2021-07
bsp79279736,2021-05-04,2021-05-04 10:29:49 UTC,39.9518850963,-75.149649849,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Male, SP2021-09"
bsp79280045,2021-05-04,2021-05-04 11:17:52 UTC,39.9538245455,-75.1492139522,,Mniotilta varia,Black-and-white Warbler,"Female.
SP2021-10"
bsp79280287,2021-05-04,2021-05-04 09:56:08 UTC,39.9532935979,-75.1491185887,Ovenbird,Seiurus aurocapilla,Ovenbird,SP2021-04
bsp79280443,2021-05-04,2021-05-04 09:56:34 UTC,39.9532954118,-75.149130404,Ovenbird,Seiurus aurocapilla,Ovenbird,SP2021-05
bsp79280575,2021-05-04,2021-05-04 10:06:06 UTC,39.9538464652,-75.1491932863,Ovenbird,Seiurus aurocapilla,Ovenbird,SP2021-08
bsp79280889,2021-05-04,2021-05-04 11:53:55 UTC,39.9538371312,-75.1492107135,,Seiurus aurocapilla,Ovenbird,SP2021-11
bsp79291181,2021-05-18,2021-05-18 16:51:00 UTC,39.9482472,-75.1570042,Scarlet Tanager,Piranga olivacea,Scarlet Tanager,"Bird was found in the middle of the sidewalk in front of business, already dead. South side of Walnut Street (runs east-west). Found at 8:45am."
bsp79376873,2021-05-19,2021-05-19 09:55:25 UTC,39.9516760316,-75.1496884848,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike. Two feet from window, cold and stiff. D Smith SP2021-26"
bsp79377495,2021-05-19,2021-05-19 10:07:27 UTC,39.9531816657,-75.149447717,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, cold and stiff. Zero ft from building. D Smith SP2021-27"
bsp79413681,2021-05-14,2021-05-14 09:39:46 UTC,39.9530603414,-75.1495589375,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Live, window strike, became alert and unable to capture for treatment
DK SP2021-08"
bsp79414406,2021-05-14,2021-05-14 09:48:46 UTC,39.953733665,-75.1492794826,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, second (live) ovenbird visible several feet away in background 
DK SP2021-09"
bsp79414646,2021-05-14,2021-05-14 09:48:48 UTC,39.953721344,-75.1492818055,Ovenbird,Seiurus aurocapilla,Ovenbird,"Live injured bird, delivered to schuylkill wildlife center

DK SP2021-10"
bsp79415767,2021-05-14,2021-05-14 10:29:37 UTC,39.951542862,-75.1497579437,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike
DK SP2021-11"
bsp79416490,2021-05-14,2021-05-14 10:41:32 UTC,39.9531020542,-75.1495246392,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike
DK SP2021-12"
bsp79416669,2021-05-14,2021-05-14 10:54:41 UTC,39.9509296672,-75.1478348723,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike
DK SP2021-13"
bsp79416793,2021-05-14,2021-05-14 12:00:20 UTC,39.9529940542,-75.149608402,Ovenbird,Seiurus aurocapilla,Ovenbird,"Live injured, taken to Schuylkill wildlife center
DK SP2021-14"
bsp79417155,2021-05-14,2021-05-14 12:13:15 UTC,39.953657605,-75.1493149563,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Window strike
DK SP2021-15"
bsp79417350,2021-05-14,2021-05-14 12:13:24 UTC,39.9536857728,-75.1493098838,Black-throated Blue Warbler,Setophaga caerulescens,Black-throated Blue Warbler,"Female, window strike
DK SP2021-16"
bsp79501215,2021-05-20,2021-05-20 09:56:49 UTC,39.9539177997,-75.1497538997,American Redstart,Setophaga ruticilla,American Redstart,
bsp79502494,2021-05-20,2021-05-20 10:20:46 UTC,39.9509935436,-75.147912316,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp79510382,2021-05-20,2021-05-20 11:09:47 UTC,39.9513558,-75.1484860997,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp79510658,2021-05-20,2021-05-20 11:38:22 UTC,39.9537806187,-75.1492376626,Red-eyed Vireo,Vireo olivaceus,Red-eyed Vireo,Alive but stunned. Bringing to rescue.
bsp79627129,2021-05-21,2021-05-21 10:53:10 UTC,39.9537420838,-75.1492680728,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,"Window strike, 16 ft from glass
DK SP2021-17"
bsp79629625,2021-05-21,2021-05-21 11:32:37 UTC,39.9537787983,-75.1492194516,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,"Window strike, stunned but flew off
DK SP2021-18"
bsp79787345,2021-05-22,2021-05-22 15:01:55 UTC,39.9509357389,-75.1508814389,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,
bsp79912925,2021-05-23,2021-05-23 09:44:05 UTC,39.9537731032,-75.1492941994,Wood Thrush,Hylocichla mustelina,Wood Thrush,"Live window strike, found 0ft from window overhang. Stunned, no blood, en route to wildlife clinic. D Smith SP2021-29"
bsp79921302,2021-05-23,2021-05-23 11:24:15 UTC,39.9538418675,-75.149135825,Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,"Windowstrike, 2 ft from window overhang. Warm, not stiff. D Smith SP2021-30"
bsp79924165,2021-05-23,2021-05-23 11:37:41 UTC,39.9530423399,-75.1500757224,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike at Federal Reserve Bank. Unable to retrieve. Dead, 15 feet from building. D Smith SP2021-31"
bsp79925786,2021-05-23,2021-05-23 11:58:49 UTC,39.952212967,-75.1502842217,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, 2 ft from building. Inaccessible. D Smith SP2021-32"
bsp80165340,2021-05-24,2021-05-24 15:00:00 UTC,39.9510097359,-75.1476692408,Ovenbird,Seiurus aurocapilla,Ovenbird,Brought to the Schuylkill center for rehab
bsp80595075,2021-05-28,2021-05-28 09:42:50 UTC,39.9521555065,-75.1498149774,House Sparrow,Passer domesticus,House Sparrow,"Window strike, 5 ft from glass"
bsp80854352,2021-05-30,2021-05-30 09:44:56 UTC,39.9531844161,-75.1492722992,House Sparrow,Passer domesticus,House Sparrow,"Juvenile house sparrow, cold and stiff. 0 ft from building. D Smith SP2021-33"
bsp81232938,2021-06-01,2021-06-01 20:21:25 UTC,40.0319253549,-75.2270648101,American Robin,Turdus migratorius,American Robin,
bsp81315373,2021-06-02,2021-06-02 15:47:38 UTC,39.9536684871,-75.1716618131,House Sparrow,Passer domesticus,House Sparrow,SE corner of 19th & Market. Found with a Blue Jay. Juvenile?
bsp81315873,2021-06-02,2021-06-02 15:47:43 UTC,39.953609717,-75.1716440763,Blue Jay,Cyanocitta cristata,Blue Jay,SE corner of 19th & Market. Found with a House Sparrow.
bsp81444655,2021-05-25,2021-05-25 09:44:16 UTC,39.9514888391,-75.15009719,Brown Thrushes and Nightingale-Thrushes,Catharus,Brown Thrushes and Nightingale-Thrushes,ID SP2021-19
bsp81444977,2021-05-25,2021-05-25 09:58:03 UTC,39.9531791095,-75.1494163817,House Sparrow,Passer domesticus,House Sparrow,ID SP2021-20
bsp81445400,2021-05-25,2021-05-25 09:32:38 UTC,39.9503344159,-75.1484310698,Acadian Flycatcher,Empidonax virescens,Acadian Flycatcher,Willow/Alder ID SP2021-18
bsp83634983,2021-06-19,2021-06-19 14:01:56 UTC,39.9586800567,-75.1603879248,American Robin,Turdus migratorius,American Robin,
bsp87288348,2021-07-16,2021-07-16 11:24:47 UTC,39.9441859196,-75.2445289244,Feral Pigeon,Columba livia domestica,Feral Pigeon,
bsp87395638,2021-07-16,2021-07-16 22:34:47 UTC,40.0321388333,-75.2247466667,Gray Catbird,Dumetella carolinensis,Gray Catbird,A window strike at a newly constructed house.
bsp89188436,2021-07-30,2021-07-30 13:15:00 UTC,40.0486492127,-75.2551906051,American Robin,Turdus migratorius,American Robin,I found this on the bike trail. I think it’s a juvenile robin but I’m not positive. I feel like it feel or was attacked by a predator because it seems to be missing a few feathers on the neck.
bsp89907174,2021-08-04,2021-08-04 13:00:30 UTC,40.0292037999,-75.2301850587,Feral Pigeon,Columba livia domestica,Feral Pigeon,"Found under the train track bridge, I believe cause of death was getting ran over by a vehicle"
bsp90925382,2021-08-12,2021-08-12 20:15:49 UTC,39.955995,-75.18915,Gray Catbird,Dumetella carolinensis,Gray Catbird,"3215 Market St Philadelphia 19103, N side of building"
bsp90933689,2021-08-12,2021-08-12 21:13:40 UTC,39.9541988912,-75.1893777122,Chimney Swift,Chaetura pelagica,Chimney Swift,3245 Chesnut st 19104 S side of building
bsp91171384,2021-05-20,2021-05-20 17:06:52 UTC,39.9805559722,-75.1560249722,American Redstart,Setophaga ruticilla,American Redstart,
bsp91171484,2021-05-19,2021-05-19 13:10:05 UTC,39.9816149722,-75.152893,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp91171614,2021-05-11,2021-05-11 14:17:45 UTC,39.9802249722,-75.1562669722,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp91171685,2021-05-10,2021-05-10 15:27:39 UTC,39.981659,-75.1533809722,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp91171774,2021-05-04,2021-05-04 22:02:31 UTC,39.981388,-75.152617,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp91171892,2021-05-04,2021-05-04 14:53:09 UTC,39.980601,-75.1560779722,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp91171985,2021-05-04,2021-05-04 14:47:42 UTC,39.9810149722,-75.156294,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp91172152,2021-04-29,2021-04-29 17:05:13 UTC,39.9827489722,-75.155135,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp91172241,2021-04-29,2021-04-29 16:57:01 UTC,39.9807759722,-75.1561039722,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp91172972,2021-04-29,2021-04-29 13:07:35 UTC,39.982004,-75.154874,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,Female/juvenile
bsp91173103,2021-04-20,2021-04-20 17:28:08 UTC,39.980009,-75.155241,Brown Creeper,Certhia americana,Brown Creeper,
bsp91292819,2021-08-15,2021-08-15 17:47:18 UTC,39.9577416667,-75.1892916667,Mourning Dove,Zenaida macroura,Mourning Dove,"3301 Arch St, S side"
bsp92000325,2021-08-21,2021-08-21 18:52:10 UTC,39.9610352231,-75.1706480846,American Redstart,Setophaga ruticilla,American Redstart,
bsp92005217,2021-08-21,2021-08-21 19:06:32 UTC,39.9610228971,-75.1712046566,House Finch,Haemorhous mexicanus,House Finch,
bsp92125906,2021-08-10,2021-08-10 15:34:18 UTC,40.0547809754,-75.2178022066,Great Blue Heron,Ardea herodias,Great Blue Heron,"I am including this bird I found on August 10 in this project, but if it doesn’t fit please delete. I found them in the creek in front of Valley Green Inn in the Wiss. They were injured, and a man helped get them to Philly Metro Wildlife Rehab. We found out today this bird didn’t make it and passed away 😔"
bsp92392441,2021-08-24,2021-08-24 19:25:28 UTC,39.9363833333,-75.1743166667,Belted Kingfisher,Megaceryle alcyon,Belted Kingfisher,Probable window strike at 1812 Manton street. Specimen collected for the Academy of Natural Sciences.
bsp92784847,2021-08-27,2021-08-27 19:14:54 UTC,39.9521966667,-75.1974116667,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp92997568,2021-08-23,2021-08-23 17:10:40 UTC,39.980581,-75.156248,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,
bsp93218546,2021-08-30,,40.194014,-75.458126,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Cause of death likely due to window strike. Found below a south facing window at the Kaleidoscope building.
bsp93273120,2021-09-01,2021-09-01 17:20:00 UTC,39.960922,-75.170649,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,Probable window strike . Found on south side of my apartment building in front of main door.
bsp93426933,2021-08-30,2021-08-30 16:41:17 UTC,39.981484,-75.1533369722,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp93493825,2021-09-03,2021-09-03 17:45:51 UTC,39.9811716518,-75.1561806445,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Two common yellowthroats found side by side, window strike, 1 foot from glass"
bsp93495139,2021-09-03,2021-09-03 16:59:29 UTC,39.980153,-75.1536789722,Yellow-breasted Chat,Icteria virens,Yellow-breasted Chat,
bsp93495242,2021-09-03,2021-09-03 13:07:31 UTC,39.980629,-75.156097,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp93495333,2021-09-03,2021-09-03 17:22:07 UTC,39.98292,-75.1551869722,American Goldfinch,Spinus tristis,American Goldfinch,
bsp93497268,2021-09-03,2021-09-03 17:54:57 UTC,39.982960253,-75.1536696864,Canada Warbler,Cardellina canadensis,Canada Warbler,"Window strike two feet from glass, South side of presser building by bike racks."
bsp93504310,2021-09-03,2021-09-03 17:54:35 UTC,39.9830049592,-75.153645788,Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,"Window strike, appears to have water damage. 5 feet from window. Not collected or moved due to bugs"
bsp93572098,2021-09-04,2021-09-04 11:56:12 UTC,39.961052728,-75.17014047,House Sparrow,Passer domesticus,House Sparrow,
bsp93710389,2021-09-05,2021-09-05 04:28:13 UTC,39.960427787,-75.1988052065,House Sparrow,Passer domesticus,House Sparrow,
bsp93801509,2021-09-04,2021-09-04 11:03:46 UTC,39.9510416667,-75.1497111667,Mourning Warbler,Geothlypis philadelphia,Mourning Warbler,Keith Russell helped to Id as a female mourning warbler
bsp93991668,2021-08-29,2021-08-29 21:11:00 UTC,39.9521986579,-75.1685896048,Northern Parula,Setophaga americana,Northern Parula,"Window strike, w. side of liberty building"
